Period,Category,Subcategory,Amount
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,other,miscellaneous,615
Feb-25,other,miscellaneous,4626
Jan-25,other,miscellaneous,2470
Mar-25,other,miscellaneous,461
May-25,other,miscellaneous,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,financial_expenses,bank_fees,351
Feb-25,financial_expenses,bank_fees,237
Jan-25,financial_expenses,bank_fees,54
Mar-25,financial_expenses,bank_fees,623
May-25,financial_expenses,bank_fees,595
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,office_supplies,17
May-25,operating_expenses,office_supplies,279
Apr-25,operating_expenses,technology,311
Feb-25,operating_expenses,technology,264
Jan-25,operating_expenses,technology,218
Mar-25,operating_expenses,technology,283
May-25,operating_expenses,technology,372
Apr-25,operating_expenses,technology,311
Feb-25,operating_expenses,technology,264
Jan-25,operating_expenses,technology,218
Mar-25,operating_expenses,technology,283
May-25,operating_expenses,technology,372
Apr-25,operating_expenses,technology,311
Feb-25,operating_expenses,technology,264
Jan-25,operating_expenses,technology,218
Mar-25,operating_expenses,technology,283
May-25,operating_expenses,technology,372
Apr-25,operating_expenses,technology,311
Feb-25,operating_expenses,technology,264
Jan-25,operating_expenses,technology,218
Mar-25,operating_expenses,technology,283
May-25,operating_expenses,technology,372
Apr-25,operating_expenses,salaries,311
Feb-25,operating_expenses,salaries,264
Jan-25,operating_expenses,salaries,218
Mar-25,operating_expenses,salaries,283
May-25,operating_expenses,salaries,372
Apr-25,operating_expenses,technology,311
Feb-25,operating_expenses,technology,264
Jan-25,operating_expenses,technology,218
Mar-25,operating_expenses,technology,283
May-25,operating_expenses,technology,372
Apr-25,other,miscellaneous,13
Feb-25,other,miscellaneous,13
Jan-25,other,miscellaneous,13
Mar-25,other,miscellaneous,13
May-25,other,miscellaneous,14
Apr-25,operating_expenses,utilities,13
Feb-25,operating_expenses,utilities,13
Jan-25,operating_expenses,utilities,13
Mar-25,operating_expenses,utilities,13
May-25,operating_expenses,utilities,14
Apr-25,operating_expenses,utilities,13
Feb-25,operating_expenses,utilities,13
Jan-25,operating_expenses,utilities,13
Mar-25,operating_expenses,utilities,13
May-25,operating_expenses,utilities,14
Apr-25,operating_expenses,utilities,13
Feb-25,operating_expenses,utilities,13
Jan-25,operating_expenses,utilities,13
Mar-25,operating_expenses,utilities,13
May-25,operating_expenses,utilities,14
Apr-25,operating_expenses,utilities,13
Feb-25,operating_expenses,utilities,13
Jan-25,operating_expenses,utilities,13
Mar-25,operating_expenses,utilities,13
May-25,operating_expenses,utilities,14
Apr-25,operating_expenses,utilities,13
Feb-25,operating_expenses,utilities,13
Jan-25,operating_expenses,utilities,13
Mar-25,operating_expenses,utilities,13
May-25,operating_expenses,utilities,14
Jan-25,operating_expenses,professional_services,150
Jan-25,operating_expenses,professional_services,150
Jan-25,operating_expenses,professional_services,150
Jan-25,operating_expenses,professional_services,150
Jan-25,operating_expenses,professional_services,150
Jan-25,operating_expenses,professional_services,150
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,professional_services,376
Feb-25,operating_expenses,professional_services,350
Jan-25,operating_expenses,professional_services,350
Mar-25,operating_expenses,professional_services,376
May-25,operating_expenses,professional_services,376
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,salaries,30
Feb-25,operating_expenses,salaries,25
Jan-25,operating_expenses,salaries,25
Mar-25,operating_expenses,salaries,30
May-25,operating_expenses,salaries,35
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Apr-25,operating_expenses,professional_services,352
Mar-25,operating_expenses,professional_services,2573
Mar-25,operating_expenses,professional_services,91
Mar-25,revenue,other_income,91
Mar-25,operating_expenses,professional_services,91
Mar-25,operating_expenses,professional_services,91
Mar-25,operating_expenses,professional_services,91
Mar-25,operating_expenses,professional_services,91
Apr-25,operating_expenses,professional_services,432
Feb-25,operating_expenses,professional_services,405
Jan-25,operating_expenses,professional_services,405
Mar-25,operating_expenses,professional_services,432
May-25,operating_expenses,professional_services,432
Apr-25,other,miscellaneous,432
Feb-25,other,miscellaneous,405
Jan-25,other,miscellaneous,405
Mar-25,other,miscellaneous,432
May-25,other,miscellaneous,432
Apr-25,operating_expenses,professional_services,432
Feb-25,operating_expenses,professional_services,405
Jan-25,operating_expenses,professional_services,405
Mar-25,operating_expenses,professional_services,432
May-25,operating_expenses,professional_services,432
Apr-25,operating_expenses,professional_services,432
Feb-25,operating_expenses,professional_services,405
Jan-25,operating_expenses,professional_services,405
Mar-25,operating_expenses,professional_services,432
May-25,operating_expenses,professional_services,432
Apr-25,operating_expenses,professional_services,432
Feb-25,operating_expenses,professional_services,405
Jan-25,operating_expenses,professional_services,405
Mar-25,operating_expenses,professional_services,432
May-25,operating_expenses,professional_services,432
Apr-25,operating_expenses,professional_services,432
Feb-25,operating_expenses,professional_services,405
Jan-25,operating_expenses,professional_services,405
Mar-25,operating_expenses,professional_services,432
May-25,operating_expenses,professional_services,432
Apr-25,operating_expenses,office_supplies,350
Feb-25,operating_expenses,office_supplies,1972
Jan-25,operating_expenses,office_supplies,169
Mar-25,operating_expenses,office_supplies,1166
May-25,operating_expenses,office_supplies,1365
Apr-25,operating_expenses,office_supplies,350
Feb-25,operating_expenses,office_supplies,1972
Jan-25,operating_expenses,office_supplies,169
Mar-25,operating_expenses,office_supplies,1166
May-25,operating_expenses,office_supplies,1365
Apr-25,operating_expenses,office_supplies,350
Feb-25,operating_expenses,office_supplies,1972
Jan-25,operating_expenses,office_supplies,169
Mar-25,operating_expenses,office_supplies,1166
May-25,operating_expenses,office_supplies,1365
Apr-25,operating_expenses,office_supplies,350
Feb-25,operating_expenses,office_supplies,1972
Jan-25,operating_expenses,office_supplies,169
Mar-25,operating_expenses,office_supplies,1166
May-25,operating_expenses,office_supplies,1365
Apr-25,operating_expenses,technology,350
Feb-25,operating_expenses,technology,1972
Jan-25,operating_expenses,technology,169
Mar-25,operating_expenses,technology,1166
May-25,operating_expenses,technology,1365
Apr-25,operating_expenses,office_supplies,350
Feb-25,operating_expenses,office_supplies,1972
Jan-25,operating_expenses,office_supplies,169
Mar-25,operating_expenses,office_supplies,1166
May-25,operating_expenses,office_supplies,1365
Apr-25,operating_expenses,salaries,595
Jan-25,operating_expenses,salaries,430
Mar-25,operating_expenses,salaries,545
Apr-25,operating_expenses,salaries,595
Jan-25,operating_expenses,salaries,430
Mar-25,operating_expenses,salaries,545
Apr-25,operating_expenses,training,595
Jan-25,operating_expenses,training,430
Mar-25,operating_expenses,training,545
Apr-25,operating_expenses,salaries,595
Jan-25,operating_expenses,salaries,430
Mar-25,operating_expenses,salaries,545
Apr-25,operating_expenses,salaries,595
Jan-25,operating_expenses,salaries,430
Mar-25,operating_expenses,salaries,545
Apr-25,operating_expenses,salaries,595
Jan-25,operating_expenses,salaries,430
Mar-25,operating_expenses,salaries,545
Apr-25,total,total,17593
Feb-25,total,total,22596
Jan-25,total,total,15892
Mar-25,total,total,19578
May-25,total,total,20663
Apr-25,total,total,17593
Feb-25,total,total,22596
Jan-25,total,total,15892
Mar-25,total,total,19578
May-25,total,total,20663
Apr-25,operating_expenses,salaries,17593
Feb-25,operating_expenses,salaries,22596
Jan-25,operating_expenses,salaries,15892
Mar-25,operating_expenses,salaries,19578
May-25,operating_expenses,salaries,20663
Apr-25,total,total,17593
Feb-25,total,total,22596
Jan-25,total,total,15892
Mar-25,total,total,19578
May-25,total,total,20663
Apr-25,total,total,17593
Feb-25,total,total,22596
Jan-25,total,total,15892
Mar-25,total,total,19578
May-25,total,total,20663
Apr-25,total,total,17593
Feb-25,total,total,22596
Jan-25,total,total,15892
Mar-25,total,total,19578
May-25,total,total,20663
Apr-25,calculation,calculation,6762
Feb-25,calculation,calculation,7032
Jan-25,calculation,calculation,10856
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,10517
Apr-25,calculation,calculation,6762
Feb-25,calculation,calculation,7032
Jan-25,calculation,calculation,10856
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,10517
Apr-25,total,total,6762
Feb-25,total,total,7032
Jan-25,total,total,10856
Mar-25,total,total,8716
May-25,total,total,10517
Apr-25,financial_calculations,financial_calculations,6762
Feb-25,financial_calculations,financial_calculations,7032
Jan-25,financial_calculations,financial_calculations,10856
Mar-25,financial_calculations,financial_calculations,8716
May-25,financial_calculations,financial_calculations,10517
Apr-25,calculation,calculation,6762
Feb-25,calculation,calculation,7032
Jan-25,calculation,calculation,10856
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,10517
Apr-25,calculation,calculation,6762
Feb-25,calculation,calculation,7032
Jan-25,calculation,calculation,10856
Mar-25,calculation,calculation,8716
May-25,calculation,calculation,10517
Feb-25,other_expenses,other_expenses,605
Feb-25,other_expenses,other_expenses,605
Feb-25,other_expenses,other_expenses,605
Feb-25,other_income_expense,other_expense,605
Feb-25,other_expenses,other_expenses,605
Feb-25,operating_expenses,salaries,605
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income_expense,other_income,8848
Feb-25,other_income_expense,other_income,7320
Mar-25,other_income_expense,other_income,7917
May-25,other_income_expense,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,revenue,other_income,8848
Feb-25,revenue,other_income,7320
Mar-25,revenue,other_income,7917
May-25,revenue,other_income,10242
Apr-25,other_income,other_income,8848
Feb-25,other_income,other_income,7320
Mar-25,other_income,other_income,7917
May-25,other_income,other_income,10242
Apr-25,other_income_expense,other_expense,9579
Feb-25,other_income_expense,other_expense,7320
Jan-25,other_income_expense,other_expense,2433
Mar-25,other_income_expense,other_expense,7917
May-25,other_income_expense,other_expense,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,operating_expenses,salaries,9579
Feb-25,operating_expenses,salaries,7320
Jan-25,operating_expenses,salaries,2433
Mar-25,operating_expenses,salaries,7917
May-25,operating_expenses,salaries,10861
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,revenue,other_income,730
Feb-25,revenue,other_income,605
Jan-25,revenue,other_income,2433
May-25,revenue,other_income,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,total,total,730
Feb-25,total,total,605
Jan-25,total,total,2433
May-25,total,total,619
Apr-25,total,total,730
Feb-25,total,total,605
